,date,id,tweet,cluster
18,Thu Oct 31 16:02:39 +0000 2019,72898202,Reservoirs in #Lafayette and #SanPablo are back open after being closed this week because of high fire danger. @KCBSRadio @CarrieHodousek spoke to park goers in Lafayette. https://kcbsradio.radio.com/media/audio-channel/east-bay-reservoirs-reopen-following-high-fire-danger,0
19,Thu Oct 31 15:50:17 +0000 2019,72898202,"WB #RichmondSanRafaelBridge/I-580 approach: Slowing starts just past Harbor Way South, clears up after the toll plaza, moves well across the span now. #KCBSTraffic #Waze.",0
20,Thu Oct 31 15:47:22 +0000 2019,72898202,#MountainView: NB Hwy-101 before Moffett Blvd: 2 car accident blocks the 2 left lanes (followed by another accident on the shoulder). Traffic is solid from Montague Expwy/San Tomas Expwy. Before that: NB-101 has intermittent slowing from Yerba Buena Rd. #KCBSTraffic #Waze,1
21,Thu Oct 31 15:40:37 +0000 2019,72898202,"""Severe"" delays on #CapitolCorridor trains between Fairfield-Vacaville and Suisun-Fairfield:",0
22,Thu Oct 31 15:18:49 +0000 2019,72898202,"Westbound #RichmondSanRafaelBridge, 2 car accident moved to the shoulder, but traffic is slow across most of the upper deck (no shoulder these days, as bike-ped path is under construction). Before the bridge, WB I-580 backed before Canal Blvd. #KCBSTraffic #Waze",0
23,Thu Oct 31 14:52:10 +0000 2019,72898202,"#Fremont: SB I-880 after Decoto Rd, 4-car accident cleared to the shoulder. Whole lot of slow traffic on the southbound #Nimitz, though, from before A Street in #Hayward to Mowry Ave in #Fremont. #KCBSTraffic #Waze",0
24,Thu Oct 31 14:38:12 +0000 2019,72898202,"#Richmond: WB I-80 before El Portal Drive, 3-vehicle injury crash blocks the 3 left lanes. Traffic is solid from just west of Appian Way in #Pinole. Tow truck &amp; emergency crews are at the scene. #KCBSTraffic #Waze",1
25,Thu Oct 31 14:32:31 +0000 2019,72898202,"Update: North of #ScottsValley: NB #Hwy17 north of Jarvis Rd, stalled van was finally CLEARED. Solid traffic on NB #Hwy17 is now from Mount Hermon Road to Santas Village Rd and improving. #KCBSTraffic",0
26,Thu Oct 31 14:23:55 +0000 2019,72898202,"#Pittsburg: WB Hwy-4 before Railroad Ave, fender-bender involving a car &amp; a motorcycle has quickly cleared to the shoulder. Traffic is solid from the crash scene to Willow Pass Rd in #Concord; just the usual frustrating commute. #KCBSTraffic #Waze",0
27,Thu Oct 31 14:12:52 +0000 2019,72898202,All lanes open southbound 680 but the Castlewood offramp remains blocked. #KCBSTraffic #Sunol #Pleasanton,1
28,Thu Oct 31 13:59:35 +0000 2019,72898202,#KincadeFire now 60% contained!,2
29,Thu Oct 31 13:52:35 +0000 2019,72898202,"Update: North of #ScottsValley: NB #Hwy17 north of Jarvis Rd, a stalled van still blocks the right lane and the backup is getting pretty bad: Solid traffic on NB #Hwy17 now starts at Mount Hermon Road, remains solid for about four-and-a-half miles. #KCBSTraffic",1
30,Thu Oct 31 13:32:35 +0000 2019,72898202,#Sunol: Southbound 680 before Castlewood an accident has all three lanes blocked. Four cars involved including an overturned pickup truck. Traffic is squeezing by on the right shoulder. Major delays out of #Pleasanton. #KCBSTraffic,1
31,Thu Oct 31 13:27:11 +0000 2019,72898202,"North of #ScottsValley: NB Hwy-17 north of Jarvis Rd, a stalled van blocks the right lane. Traffic is backed up to from Granite Creek Rd (2.4 miles). Hat Tip to Stephanie of the #PhoneForce. #KCBSTraffic",1
32,Thu Oct 31 13:15:27 +0000 2019,72898202,"#Tracy: WB I-205 gears down about a half-mile past Naglee Rd, stays solid onto WB I-580 in the #AltamontPass, picks up about 3/4 of a mile past Grant Line Rd. WB I-580 also slows from Hwy-132 to Corral Hollow Rd, continues slow in stretches to 580. #KCBSTraffic #Waze",0
33,Thu Oct 31 13:10:07 +0000 2019,72898202,Someone came to work ready for some candy! Traffic intern Diana is ready! #HappyHalloween #trickortreat #wonderwomandog.,0
34,Thu Oct 31 12:58:22 +0000 2019,72898202,#SonomaCountyTransit is getting back to normal although there are still a few cancellations. The latest can be seen here. #Publictransit #KCBSTraffic http://sctransit.com/service-plan-for-thursday-10-31/,0
35,Thu Oct 31 12:55:26 +0000 2019,72898202,Golden Gate Transit getting back to normal today as well. #KCBSTraffic #publictransit,0
36,Thu Oct 31 12:53:18 +0000 2019,72898202,Full service restored today for SMART. Rides are free until next week. #KCBSTraffic #PublicTransit,0
37,Thu Oct 31 12:49:49 +0000 2019,72898202,"Other #SonomaCounty roads that at least have some partial closures include Chalk HIll Rd, Mack Rd, Faught Rd, Mark West Springs Rd, Porter Creek Rd, Franz Valley Rd, Asti Rd, River Rd. #KincadeFire #Windsor #SantaRosa #Healdsburg #SantaRosa",2
38,Thu Oct 31 12:47:48 +0000 2019,72898202,Hwy-128 is open in #Geyserville. It is closed between Knights Valley and #Calistoga. #KCBSTraffic,0
39,Thu Oct 31 12:46:21 +0000 2019,72898202,Some of the #SonomaCounty road closures still in place due to the #KincadeFire.,2
40,Thu Oct 31 11:30:31 +0000 2019,72898202,#Oakland – I-580 Westbound After #GrandAve – A 2 car crash has been cleared from the 2 left lanes. One car was facing sideways. Expect residual delays from #LakeshoreAve. #KCBSTraffic,1
41,Thu Oct 31 11:19:58 +0000 2019,72898202,#Tracy - I-580 Westbound After #GrantLineRd - A 2 car crash is blocking the left lane. There is some debris in the roadway. #KCBSTraffic,1
42,Thu Oct 31 10:15:18 +0000 2019,72898202,#Crockett #Vallejo - I-80 Eastbound on the #CarquinezBridge – Multiple lanes are blocked after a multi-vehicle crash including a semi-truck. CHP is reporting that this may be a hit and run crash. Expect delays from #PomonaSt. #KCBSTraffic,1
43,Thu Oct 31 09:50:44 +0000 2019,72898202,#Vacaville – I-80 Westbound After #CherryGlenRd – A brush and a car are reportedly on fire. Emergency vehicles are blocking the 2 right lanes. CHP is running a traffic break. Expect delays from #MerchantSt #AlamoDr. #KCBSTraffic,1
44,Thu Oct 31 08:24:45 +0000 2019,72898202,#KCBSTraffic Update - The crash has been pushed to the shoulder.,0
45,Thu Oct 31 08:11:20 +0000 2019,72898202,#Lafayette – Hwy-24 Eastbound Before #AcalanesRd – The 2 left lanes are blocked by a car and a deer. Expect delays from #StStephensDr. #KCBSTraffic,1
46,Thu Oct 31 07:22:25 +0000 2019,72898202,#SanLeandro – On the Connector from I-238 Northbound to I-880 Northbound - All lanes are blocked after a 2 car crash. One car is overturned. CHP is on the scene. The off ramp to #WashingtonAve is also shut down. #KCBSTraffic,1
47,Thu Oct 31 07:15:13 +0000 2019,72898202,#WalnutCreek – I-680 Southbound After #NorthMainSt #NMainSt – A car was facing the wrong way in the left lane. CHP has cleared it to the shoulder. Expect residual delays. #KCBSTraffic,0
48,Thu Oct 31 07:14:04 +0000 2019,72898202,#KCBSTraffic Update - Only the left lane is open. The rest of the lanes remain closed.,1
49,Thu Oct 31 07:07:11 +0000 2019,72898202,Photo: @CaltransHQ,0
50,Thu Oct 31 06:57:00 +0000 2019,72898202,#KCBSTraffic Update - All lanes are temporarily blocked.,0
51,Thu Oct 31 06:46:34 +0000 2019,72898202,#Richmond – I-80 Eastbound Before #HilltopDr – A 3 car crash is blocking the left lane and the 2nd lane from the right. One car is facing the wrong way. CHP is on the scene. A tow truck is being requested. #KCBSTraffic,1
52,Thu Oct 31 06:37:56 +0000 2019,72898202,"#KCBSTraffic Update - The crash has reportedly been cleared, but there is reportedly construction on the lower deck and a stall after #YerbaBuenaIsland #TreasureIsland.",0
53,Thu Oct 31 06:13:17 +0000 2019,72898202,#SanFrancisco #SF - I-80 Eastbound After #4thSt #FourthSt - A 2 car crash is blocking the left lane as you're approaching the lower deck of the #BayBridge. Photo: @CaltransHQ #KCBSTraffic,1
54,Thu Oct 31 06:04:13 +0000 2019,72898202,#VTA - The Santa Clara County Sheriff's office is investigating a shooting at the Santa Teresa Valley Transit light rail station. @VTA has set up a temporary bus bridge between the Santa Teresa and Cottle stations. #KCBSTraffic,0
55,Thu Oct 31 05:42:19 +0000 2019,72898202,Good news for #Highway17 commuters. #KCBSTraffic,0
56,Thu Oct 31 04:31:37 +0000 2019,72898202,#SanLorenzo There's a 3 car crash on the #Lewelling off0ramp from #I880 southbound. There are injuries and a big rig driver has pulled over to assist. #KCBSTraffic,0
57,Thu Oct 31 03:43:22 +0000 2019,72898202,#BayBridge The eastbound commute is wrapping up. But it's still slow on #Hwy101 northbound from #VermontStreet to #TreasureIsland. #KCBSTraffic,0
58,Thu Oct 31 02:15:04 +0000 2019,72898202,#CapitolCorridor delays. #KCBSTraffic,0
59,Thu Oct 31 01:54:32 +0000 2019,72898202,#SouthSanFrancisco #Hwy101 southbound before #OysterPoint a 2 car crash is blocking the left lane. An ambulance is en route for injuries. Traffic is slow from #Bayshore. #KCBSTraffic,1
60,Thu Oct 31 01:39:31 +0000 2019,72898202,#SanJose #I280Northbound before #Saratoga there's a 3-car crash blocking the right lane. Slow from 17/880. #KCBSTraffic,1
61,Thu Oct 31 01:28:08 +0000 2019,72898202,"Road trouble? Dial ""511"" with a non-emergency situation (flat tire, car stalled, out of gas, etc.)once connected, say ""Freeway Assist."" For emergencies always dial 911. #https://511.org/driving/assist",0
62,Thu Oct 31 01:20:23 +0000 2019,72898202,New stall on the #BayBridge eastbound right before the tunnel. A pick-up truck with a flat tire is blocking the right lane. Traffic is at a crawl from #Hwy101 northbound at #CesarChavez. #KCBSTraffic,1
63,Thu Oct 31 01:09:25 +0000 2019,72898202,"#SanJose #MorganHill There is a major structure fire burning at ""SantaTeresa and #Bailey. Smoke visible throughout the Santa Clara Valley. #KCBSTraffic",0
64,Thu Oct 31 00:52:22 +0000 2019,72898202,#Petaluma - 101 NB just after E. Washington an earlier stalled motor home has been cleared from the right lane. Traffic is crawling tonight between #Novato just before Atherton Ave and Petaluma. #KCBSTraffic,0
65,Thu Oct 31 00:37:43 +0000 2019,72898202,"#DalyCity - 280 SB before John Daly Blvd, a crash has left one car facing the wrong direction on the right shoulder. Appears to be an injury crash, ambulance heading to the scene. #KCBSTraffic #SanFrancisco #SF #DC",1
66,Thu Oct 31 00:16:58 +0000 2019,72898202,"UPDATE: #Oakland - Hwy 24 EB at the #CaldecottTunnel, an earlier stalled car has been cleared from the right bore. #KCBSTraffic #Orinda",0
67,Thu Oct 31 00:05:28 +0000 2019,72898202,"#Oakland - Hwy 24 EB in the #CaldecottTunnel, a stalled car in the right lane of the right bore adding to heavy delays between #Oakland and #Orinda. #KCBSTraffic",1
68,Wed Oct 30 23:56:40 +0000 2019,72898202,A crash on city streets in #SanRamon involving downed power lines. #KCBSTraffic,0
69,Wed Oct 30 23:31:59 +0000 2019,72898202,"#Richmond/#SanRafel Bridge - 580 EB at midspan, an earlier stalled car has been cleared from the right lane. Expect some minor residual delays. #KCBSTraffic #Waze",0
70,Wed Oct 30 23:22:46 +0000 2019,72898202,"#Pinole - 80 EB before Appian Way, a crash an earlier crash has now been cleared to the right shoulder but it tied up the 2nd lane from the left adding to delays during the afternoon commute. #KCBSTraffic #Hercules",1
71,Wed Oct 30 23:11:38 +0000 2019,72898202,Expected #Muni delays in #SanFrancisco due to policy activity. #KCBSTraffic,0
72,Wed Oct 30 23:07:46 +0000 2019,72898202,"As some of the evacuation orders are being lifted in #Sonoma County, SMART Train announces they will service all stations beginning tomorrow. #KCBSTraffic #KincadeFire #SanRafael #SantaRosa #Petaluma",2
73,Wed Oct 30 22:48:43 +0000 2019,72898202,Update on some of the remaining road closures in #SantaRosa. #KCBSTraffic #KincadeFire,2
74,Wed Oct 30 22:47:29 +0000 2019,72898202,"#SanFrancisco - 101 NB before Cesar Chavez, a crash between a car and a motorcycle has the left lane blocked adding to delays towards the lower deck of the #BayBridge. #KCBSTraffic #SF",1
75,Wed Oct 30 22:44:23 +0000 2019,72898202,"#KincadeFire - Evacauation orders lifted for #Windsor, #Healdsburg and parts of #SantaRosa. This includes the off-ramp to Shiloh Rd from 101. #KCBSTraffic",2
76,Wed Oct 30 22:11:22 +0000 2019,72898202,"#SanJose - 880 SB before Coleman Ave, a solo crash now on the right shoulder still ties up traffic. #KCBSTraffic #Waze #Milpitas #SantaClara",0
77,Wed Oct 30 21:42:22 +0000 2019,72898202,An update on area's it's safe to return after evacuation orders have been reduced in some area's. #KCBSTraffic #KincadeFire,2
78,Wed Oct 30 21:32:30 +0000 2019,72898202,"UPDATE: #SantaCruzMountains - Hwy 17, earlier tree work between Summit Rd and Idylwild Rd has picked up early. All lanes are clear. #KCBSTraffic #SantaCruz #LosGatos",0
79,Wed Oct 30 21:21:26 +0000 2019,72898202,"#Pleasanton - I680 NB between Hwy 84 and #Sunol Blvd, emergency pothole repair slowing the ride this afternoon. #KCBSTraffic #Waze",0
80,Wed Oct 30 21:14:17 +0000 2019,72898202,"#SantaCruzMountains - Hwy 17 NB between Summit Rd and Idylwild Rd, tree work has the right lane blocked until 3pm. #KCBSTraffic #Waze #SantaCruz #LosGatos",1
81,Wed Oct 30 20:46:33 +0000 2019,72898202,"#AltamontPass - 580 EB at Grantline Rd, the 2-right lanes remain closed. CHP hopes to re-open the lanes by about 2:15pm this afternoon. #KCBSTraffic #Livermore #Tracy",1
82,Wed Oct 30 20:27:52 +0000 2019,72898202,"#MountainHouse - 580 EB at Grant Line Rd, a brush fire has the 2 right lanes blocked. #KCBSTraffic #Livermore #Tracy",1
83,Wed Oct 30 19:26:24 +0000 2019,72898202,"#UnionCity: NB-880 approaching Whipple Rd, 5-car crash still blocks the right lanes. Traffic is solid from before Decoto Rd (3.5 miles+). Tow trucks should be on scene momentarily. #KCBSTraffic #Waze",1
84,Wed Oct 30 17:49:46 +0000 2019,72898202,#SantaCruzMountain delays are back northbound 17 with tree trimming work between Brush Rd and Lexington Reservoir. Big delays backed up over the summmit. #KCBSTraffic,0
85,Wed Oct 30 17:05:20 +0000 2019,72898202,#Amtrak delays but trains are at least moving again.,0
86,Wed Oct 30 16:29:53 +0000 2019,72898202,#Amtrak delays.,0
87,Wed Oct 30 16:16:07 +0000 2019,72898202,#SanFrancisco Both NB 101 and 280 are very slow this morning getting into City. #KCBSTraffic #Waze,0
88,Wed Oct 30 16:10:06 +0000 2019,72898202,Hwy 152 remains closed between Hwy-156 and Bloomfield in #Gilroy due to a crash that involved a fatality. #KCBSTraffic,0
89,Wed Oct 30 16:07:48 +0000 2019,72898202,Crashes on westbound 4 in #Pittsburg have been cleared to the right shoulder. #KCBSTraffic,0
90,Wed Oct 30 15:57:15 +0000 2019,72898202,"#Pittsburg: WB Hwy-4 over a mile past Railroad Av, new 3 car crash blocks the 2 left lanes.Traffic is backed up from Railroad Ave to the crash scene; followed by commute slowing from Bailey Rd to Willow Pass Rd in #Concord. #KCBSTraffic #Waze",1
91,Wed Oct 30 15:49:47 +0000 2019,72898202,Hwy-101 remains open but the offramps in the mandatory evacuation zones remain closed. That would be all offramps between Westside Dr and River Rd. #Healdsburg #Windsor #SantaRosa #KCBSTraffic,0
92,Wed Oct 30 15:36:13 +0000 2019,72898202,#Richmond westbound 80 before #SanPablo Avenue a new injury accident has the two left lanes blocked. #KCBSTraffic,1
93,Wed Oct 30 15:32:22 +0000 2019,72898202,#DalyCity the traffic lights are out on Skyline Blvd at John Daly Blvd. Big delays on Skyline this morning especially in the northbound direction. #KCBSTraffic,0
94,Wed Oct 30 15:16:48 +0000 2019,72898202,"#Pittsburg: WB Hwy-4 before Railroad Ave, 2 vehicle injury crash blocks the left lane. #TrafficAlert issued. Traffic backs up for 3/4 of a mile, brief break, then slows out to Willow Pass Rd in #Concord (slows again btwn Hwy-242 &amp; I-680). #KCBSTraffic #Waze",1
95,Wed Oct 30 15:01:59 +0000 2019,72898202,"Getting word of a stall on the #Hayward approach to the westbound #SanMateoBridge: WB Hwy-92 before Clawiter RD, a stalled SUV blocks the left lane. Traffic was already solid from Hwy-92 to the toll plaza. #KCBSTraffic #Waze",1
96,Wed Oct 30 14:35:58 +0000 2019,72898202,#Gilroy hwy-152 is closed in both directions between hwy-156 and Bloomfield due to a crash at Lovers Lane. Unfortunately someone died i the accident so expect a long investigation. #KCBSTraffic,0
97,Wed Oct 30 14:23:49 +0000 2019,72898202,"#Milpitas: Northbound I-880 before Calaveras Blvd/Hwy-237, 3 vehicle accident blocks the 3 middle lanes. Traffic is solid from the Montague Expwy (1.4 miles). #KCBSTraffic #Waze",1
98,Wed Oct 30 14:11:34 +0000 2019,72898202,Some good news. Up to 30% containment! #KincadeFire,2
99,Wed Oct 30 13:40:00 +0000 2019,72898202,"#RedwoodCity Update: Northbound 101 after Woodside Rd, rollover injury accident has been CLEARED from the lanes. #TrafficAlert canceled. Backup from Marsh Rd in #MenloPark should start to improve now. #KCBSTraffic",0
100,Wed Oct 30 13:32:14 +0000 2019,72898202,Crow Canyon Rd in #SanRamon is open again.,0
101,Wed Oct 30 13:22:32 +0000 2019,72898202,"#RedwoodCity: Northbound 101 after Woodside Rd, right lane still blocked by a rollover injury accident. #TrafficAlert in effect. Backup from Marsh Rd in #MenloPark. (Happened at 5:34am). #KCBSTraffic #Waze",1
102,Wed Oct 30 12:57:58 +0000 2019,72898202,"#SanMateo: NB Hwy-101 just past Dore Ave, accident with a commercial van &amp; 2 cars being moved to the shoulder (watch out for debris in the lanes). Another car’s already on the shoulder. Traffic is solid from Kehoe Avenue (1.5 miles). #KCBSTraffic #Waze",1
103,Wed Oct 30 12:55:18 +0000 2019,72898202,#SMART back in service today with free trains between #SantaRosa and #SanRafael.,0
104,Wed Oct 30 12:52:52 +0000 2019,72898202,Road closure in #SanRamon. #KCBSTraffic,0
105,Wed Oct 30 12:52:27 +0000 2019,72898202,#RedwoodCity northbound 101 after Woodside Rd an overturned car is blocking all but the left lane. Traffic comes to a stop leaving #MenloPark. Traffic alert has been issued by the CHP. #KCBSTraffic,1
106,Wed Oct 30 12:48:07 +0000 2019,72898202,Not much change to road closures at this point as mandatory evacuation orders remain in many locations. Dry Creek Rd was reopened yesterday as that area was downgraded to an evacuation warning. #KCBSTraffic #Healdsburg #Windsor,0
107,Wed Oct 30 11:19:39 +0000 2019,72898202,#KincadeFire road closures remain the same.,2
108,Wed Oct 30 11:17:25 +0000 2019,72898202,#KCBSTraffic Update - All lanes are clear.,0
109,Wed Oct 30 11:05:00 +0000 2019,72898202,#SanFrancisco - I-80 Westbound Before #9thSt #NinthSt - All lanes are blocked due to police activity. Photo: @CaltransHQ #KCBSTraffic,1
110,Wed Oct 30 10:21:24 +0000 2019,72898202,#KincadeFire road closures look the same.,2
111,Wed Oct 30 10:20:57 +0000 2019,72898202,#BayBridge - I-80 Eastbound Before #YerbaBuenaIsland #TreasureIsland - A stall is blocking the right lane. CHP is on the scene. Expect delays near #CenterAnchorage. #KCBSTraffic,1
112,Wed Oct 30 09:08:08 +0000 2019,72898202,#KincadeFire road closures still remain the same.,2
113,Wed Oct 30 08:00:56 +0000 2019,72898202,#KincadeFire closures have not change.,2
114,Wed Oct 30 07:59:31 +0000 2019,72898202,#Fremont – I-680 Southbound on the #MissionBlvdS On Ramp – A multi-car car crash is blocking the on ramp. CHP is on the scene. A tow truck is needed to clear the ramp. #KCBSTraffic,1
115,Wed Oct 30 06:40:12 +0000 2019,72898202,#KincadeFire closures remain the same.,2
116,Wed Oct 30 06:24:32 +0000 2019,72898202,#CastroValley - I-580 Westbound on the #CastroValleyBlvd Off Ramp - A car is overturned on its roof. CHP has the exit shut down. #KCBSTraffic,0
117,Wed Oct 30 06:10:17 +0000 2019,72898202,#PSPS #KincadeFire #KCBSTraffic,2
118,Wed Oct 30 05:50:35 +0000 2019,72898202,#SanFrancisco Fire crews responding to the #CesarChavez off-ramp from #Hwy101 northbound. A palm tree is on fire. #KCBSTraffic,0
119,Wed Oct 30 03:37:08 +0000 2019,72898202,#SanJose #hwy101 southbound at #OaklandRoad a car fire has the right lanes blocked. Callers report flames moving up the embankment on the right. #KCBSTraffic,1
120,Wed Oct 30 03:34:13 +0000 2019,72898202,#WalnutCreek #PleasantHill The crash on #I680 northbound is almost cleared. Now there's a crash on #I680 southbound at #Monument. Left lanes are blocked. #KCBSTraffic,1
121,Wed Oct 30 02:36:35 +0000 2019,72898202,#Marin #Hwy101 northbound at #RobinWilliamsTunnel a 2-car crash is blocking the right lanes. An ambulance is en route. #KCBSTraffic,1
122,Wed Oct 30 01:50:13 +0000 2019,72898202,#DumbartonBridge eastbound past the #University on-ramp a 3-vehicle crash has the left lane tied up. Traffic remains slow from 101 on all the approaches. #KCBSTraffic,1
123,Wed Oct 30 01:30:59 +0000 2019,72898202,Major delay into #Benicia. A 2-car crash on #I680 northbound before #LakeHermanRoad is in the center divide but there's a firetruck blocking the left lane. Traffic comes to a standstill midway across the BeniciaBridge. #KCBSTraffic,1
124,Wed Oct 30 01:05:53 +0000 2019,72898202,#Milpitas There's a new 2 car crash before North First Street. Middle lanes blocked. #KCBSTraffic,1
125,Wed Oct 30 00:49:23 +0000 2019,72898202,LISTEN LIVE on @KCBSRadio as @PGE4Me officials give the latest updates on the latest #pgepowershutoff expected to impact over 600k customers. #KCSBTraffic Listen:,0
126,Wed Oct 30 00:41:27 +0000 2019,72898202,"#Woodside - 280 NB just after Woodside Rd, an earlier crash has been cleared to the right shoulder, but traffic remains very heavy just after Page Mill Rd. #KCBSTraffic #Waze #LosAltosHills",0
127,Wed Oct 30 00:22:01 +0000 2019,72898202,"#KincadeFire road closures - Shiloh Road, #Highway128 between #Geyserville and #Calistoga , Geysers Rd,River Road, Lytton Station,Lytton Springs Roads, Healdsburg Ave,Alexander Valley Rd, Beach Avenue. #Hwy101 open, exits closed between #Geyserville and #Windsor #KCBSTraffic",2
128,Tue Oct 29 23:52:25 +0000 2019,72898202,"#Oakland - Hwy 13 NB just after I580, the right lane and right shoulder are blocked as emergency crews arrive at the scene of a crash. #KCBSTraffic #Waze",1
129,Tue Oct 29 23:28:37 +0000 2019,72898202,"A look at the next round of #pgepowershutoff and how you can check if your address will be impacted. Remember if you encounter a signal light without power, treat it like a stop sign. #KCBSTraffic #PGEpowershutdown #PSPS #KincadeFire",2
130,Tue Oct 29 23:16:59 +0000 2019,72898202,A look at the high win conditions impacting the #BayArea. #KCBSTraffic #KincadeFire #PGEpowershutdown #PGEshutoff,2
131,Tue Oct 29 23:12:57 +0000 2019,72898202,"#Pittsburg - Hwy 4 EB before Railroad Ave, a 3-car crash has both the far left and far right lane blocked. Emergency crews are heading to the scene. #KCBSTraffic #Waze #Concord #Antioch #Brentwood",1
132,Tue Oct 29 22:55:08 +0000 2019,72898202,#SantaRosa - the on/off ramps at Dry Creek Rd are now open after the evacuation order for the Northern part of Dry Creek Valley was downgraded. #KCBSTraffic #KincadeFire #Sonoma,2
133,Tue Oct 29 22:52:58 +0000 2019,72898202,"#KincadeFire road closures--Shiloh Road, #Highway128 between #Geyserville and #Calistoga , Geysers Rd,River Road, Lytton Station,Lytton Springs Roads, Healdsburg Ave,Alexander Valley Rd, Beach Avenue. #Hwy101 open, exits closed between #Geyserville and #Windsor #KCBSTraffic",2
134,Tue Oct 29 22:51:33 +0000 2019,72898202,"#SanJose - Hwy 85 just after Hwy 17, a motorcycle crash is the center divide causing slowing. An ambulance and tow truck are at the scene. #KCBSTraffic #Waze #Campbell #SJ",0
135,Tue Oct 29 22:42:28 +0000 2019,72898202,Heads up for those planning to take the #Ferry between #SanFrancisco and #Sausaltio tonight. #KCBSTraffic #SF,0
136,Tue Oct 29 22:33:07 +0000 2019,72898202,"#Fremont - 680 NB before Auto Mall Parkway, a crash has the 2-left lanes blocked adding to delays towards the #Sunol Grade. #KCBSTraffic #Waze",1
137,Tue Oct 29 22:24:44 +0000 2019,72898202,"#SanJose - 880 NB before 1st St, A crash has been cleared to the right shoulder but emergency crews are still blocking the right lane. #KCBSTraffic #Waze",1
138,Tue Oct 29 22:21:36 +0000 2019,72898202,"#MountainView - 101 NB before San Antonio Rd, a 3-car crash has been cleared from the 2-left lanes to the right shoulder. Expect residual delays after Hwy 85. #KCBSTraffic #Waze #Sunnyvale #PaloAlto",1
