date,id,tweet,label
Wed Jul 31 21:05:07 +0000 2019,2297059165,Disabled vehicle on CA-17 Southbound west of Madrone Dr (Los Gatos). Off Ramp blocked. Expect delays.,1
Wed Jul 31 20:45:07 +0000 2019,2297059165,Obstruction on CA-17 Southbound west of Madrone Dr (Los Gatos). Off Ramp blocked. Expect delays.,1
Wed Jul 31 18:10:08 +0000 2019,2297059165,Vehicle fire on CA-85 Northbound at CA-17 S (Los Gatos). At least 1 lane blocked. Expect delays.,1
Wed Jul 31 16:50:07 +0000 2019,2297059165,Disabled tractor trailer on CA-17 Northbound at S Santa Cruz Ave (Los Gatos). 2nd lane from the left blocked. Expect delays.,1
Wed Jul 31 16:25:07 +0000 2019,2297059165,Disabled tractor trailer on CA-17 Northbound at S Santa Cruz Ave (Los Gatos). Left lane blocked. Expect delays.,1
Wed Jul 31 03:45:07 +0000 2019,2297059165,Obstruction on CA-1 Southbound north of CA-17 N (Santa Cruz). Lanes blocked. Expect delays.,1
Wed Jul 31 02:40:06 +0000 2019,2297059165,Obstruction on CA-1 Southbound south of CA-17 N (Santa Cruz). Center Divider blocked. Expect delays.,1
Wed Jul 31 02:05:06 +0000 2019,2297059165,Obstruction on CA-1 Southbound at CA-17 N (Santa Cruz). Lanes blocked. Expect delays.,1
Wed Jul 31 01:45:05 +0000 2019,2297059165,Residual delays on CA-17 Northbound south of Lark Ave (Los Gatos). Right shoulder blocked. Expect delays.,1
Tue Jul 30 23:35:05 +0000 2019,2297059165,Obstruction on CA-17 Northbound at I-280 S (San Jose). Lanes blocked. Expect delays.,1
Tue Jul 30 23:05:05 +0000 2019,2297059165,Obstruction on CA-17 Southbound north of Mt Hermon Rd (Scotts Valley). Lanes blocked. Expect delays.,1
Tue Jul 30 21:55:05 +0000 2019,2297059165,Residual delays on CA-17 Southbound south of E Hamilton Ave (Campbell). Center Divider blocked. Expect delays.,1
Tue Jul 30 20:20:05 +0000 2019,2297059165,Accident on CA-17 Southbound south of S Santa Cruz Ave (Los Gatos). Right shoulder blocked. Expect delays.,1
Tue Jul 30 19:45:06 +0000 2019,2297059165,Obstruction on CA-17 Southbound south of S Santa Cruz Ave (Los Gatos). Right shoulder blocked. Expect delays.,1
Tue Jul 30 19:35:05 +0000 2019,2297059165,Vehicle fire on CA-17 Southbound at Glen Canyon Rd (Scotts Valley). Right shoulder blocked. Expect delays.,1
Tue Jul 30 18:40:07 +0000 2019,2297059165,Accident on CA-17 Southbound south of I-280 S (San Jose). Lane blocked. Expect delays.,1
Tue Jul 30 14:15:06 +0000 2019,2297059165,Obstruction on CA-17 Northbound north of Summit Rd (Los Gatos). Lanes blocked. Expect delays.,1
Tue Jul 30 11:35:07 +0000 2019,2297059165,Obstruction on CA-1 Southbound north of CA-17 N (Santa Cruz). Right shoulder blocked. Expect delays.,1
Tue Jul 30 05:30:05 +0000 2019,2297059165,Accident on I-280 Northbound north of CA-17 S (San Jose). Right shoulder blocked. Expect delays.,1
Tue Jul 30 03:05:05 +0000 2019,2297059165,Obstruction on CA-17 Northbound at Granite Creek Rd (Scotts Valley). Right shoulder blocked. Expect delays.,1
Tue Jul 30 02:45:06 +0000 2019,2297059165,Obstruction on CA-17 Northbound at Granite Creek Rd (Scotts Valley). Lane blocked. Expect delays.,1
Tue Jul 30 02:40:05 +0000 2019,2297059165,Obstruction on CA-17 Northbound at Granite Creek Rd (Scotts Valley). Lanes blocked. Expect delays.,1
Tue Jul 30 00:45:05 +0000 2019,2297059165,Accident on CA-17 Northbound at Old Santa Cruz Hwy (Los Gatos). At least 1 lane blocked. Expect delays.,1
Tue Jul 30 00:05:06 +0000 2019,2297059165,Residual delays on CA-17 Northbound north of E Hamilton Ave (Campbell). Right shoulder blocked. Expect delays.,1
Mon Jul 29 23:10:05 +0000 2019,2297059165,Residual delays on CA-17 Southbound south of Granite Creek Rd (Scotts Valley). Center Divider blocked. Expect delays.,1
Mon Jul 29 21:00:08 +0000 2019,2297059165,Obstruction on CA-17 Southbound ramp to CA-85 S (Los Gatos). Left lane blocked. Expect delays.,1
Mon Jul 29 20:40:07 +0000 2019,2297059165,Accident on CA-17 Northbound south of Lark Ave (Los Gatos). At least 1 lane blocked. Expect delays.,1
Mon Jul 29 17:20:06 +0000 2019,2297059165,Accident with injuries on CA-17 Southbound south of Madrone Dr (Los Gatos). Lane blocked. Expect delays.,1
Mon Jul 29 17:15:05 +0000 2019,2297059165,Accident with injuries on CA-17 Southbound south of Summit Rd (Los Gatos). Lanes blocked. Expect delays.,1
Mon Jul 29 16:30:06 +0000 2019,2297059165,Obstruction on CA-17 Southbound south of Summit Rd (Los Gatos). Lane blocked. Expect delays.,1
Mon Jul 29 07:40:05 +0000 2019,2297059165,Accident on CA-17 Southbound at S Santa Cruz Ave (Los Gatos). Lanes blocked. Expect delays.,1
Mon Jul 29 07:20:07 +0000 2019,2297059165,Obstruction on CA-17 Southbound at Los Gatos Saratoga Rd (Los Gatos). Lanes blocked. Expect delays.,1
Mon Jul 29 04:40:08 +0000 2019,2297059165,Accident with injuries on CA-17 Northbound south of Laurel Rd (Los Gatos). Lane blocked. Expect delays.,1
Mon Jul 29 04:35:05 +0000 2019,2297059165,Accident with injuries on CA-17 Northbound north of Old Santa Cruz Hwy (Los Gatos). Lane blocked. Expect delays.,1
Mon Jul 29 04:30:06 +0000 2019,2297059165,Accident with injuries on CA-17 Northbound north of Old Santa Cruz Hwy (Los Gatos). Lanes blocked. Expect delays.,1
Mon Jul 29 04:25:05 +0000 2019,2297059165,Accident with injuries on CA-17 Northbound north of Old Santa Cruz Hwy (Los Gatos). Right shoulder blocked. Expect delays.,1
Mon Jul 29 03:20:05 +0000 2019,2297059165,Accident on CA-17 Northbound south of Bear Creek Rd (Los Gatos). Right shoulder blocked. Expect delays.,1
Mon Jul 29 03:10:04 +0000 2019,2297059165,Accident on CA-17 Northbound south of Bear Creek Rd (Los Gatos). Lane blocked. Expect delays.,1
Sun Jul 28 23:05:05 +0000 2019,2297059165,Obstruction on CA-17 Southbound at Glenwood Cutoff (Scotts Valley). Lanes blocked. Expect delays.,1
Sun Jul 28 22:45:06 +0000 2019,2297059165,Obstruction on CA-17 Southbound south of Black Rd (Los Gatos). Right shoulder blocked. Expect delays.,1
Sun Jul 28 22:40:05 +0000 2019,2297059165,Obstruction on CA-17 Southbound south of Black Rd (Los Gatos). Lane blocked. Expect delays.,1
Sun Jul 28 22:15:06 +0000 2019,2297059165,Residual delays on CA-17 Southbound south of Los Gatos Saratoga Rd (Los Gatos). Lanes blocked. Expect delays.,1
Sun Jul 28 22:05:05 +0000 2019,2297059165,Residual delays on CA-17 Northbound north of E Hamilton Ave (Campbell). Right shoulder blocked. Expect delays.,1
Sun Jul 28 18:25:05 +0000 2019,2297059165,Residual delays on CA-17 Northbound south of I-280 S (San Jose). Center Divider blocked. Expect delays.,1
Sun Jul 28 17:20:06 +0000 2019,2297059165,Obstruction on CA-17 Southbound north of E Hamilton Ave (Campbell). Center Divider blocked. Expect delays.,1
Sun Jul 28 17:15:05 +0000 2019,2297059165,Obstruction on CA-17 Southbound north of E Hamilton Ave (Campbell). Lanes blocked. Expect delays.,1
Sun Jul 28 15:35:06 +0000 2019,2297059165,Obstruction on CA-17 Southbound south of Black Rd (Los Gatos). Lanes blocked. Expect delays.,1
Sun Jul 28 05:30:07 +0000 2019,2297059165,Accident on CA-1 Southbound north of CA-17 N (Santa Cruz). On Ramp blocked. Expect delays.,1
Sun Jul 28 05:25:08 +0000 2019,2297059165,Accident on CA-1 Southbound north of CA-17 N (Santa Cruz). Lanes blocked. Expect delays.,1
Sun Jul 28 05:15:05 +0000 2019,2297059165,Obstruction on CA-17 Northbound at Jarvis Rd (Scotts Valley). Right shoulder blocked. Expect delays.,1
Sun Jul 28 04:55:06 +0000 2019,2297059165,Obstruction on CA-17 Northbound north of Mt Hermon Rd (Scotts Valley). Right shoulder blocked. Expect delays.,1
Sun Jul 28 04:30:05 +0000 2019,2297059165,Obstruction on CA-17 Southbound north of Madrone Dr (Los Gatos). All lanes open. Expect delays.,1
Sun Jul 28 03:45:07 +0000 2019,2297059165,Obstruction on CA-17 Southbound north of Madrone Dr (Los Gatos). Lane blocked. Expect delays.,1
Sun Jul 28 03:40:07 +0000 2019,2297059165,Obstruction on CA-17 Southbound north of Madrone Dr (Los Gatos). Lanes blocked. Expect delays.,1
Sun Jul 28 02:35:06 +0000 2019,2297059165,Fire on CA-17 Northbound at Bear Creek Rd (Los Gatos). Lanes blocked. Expect delays.,1
Sun Jul 28 02:00:06 +0000 2019,2297059165,Accident on CA-17 Northbound at Hebard Rd (Los Gatos). Right shoulder blocked. Expect delays.,1
Sun Jul 28 00:45:06 +0000 2019,2297059165,Obstruction on CA-17 Southbound at E Hamilton Ave (Campbell). Lanes blocked. Expect delays.,1
Sat Jul 27 23:05:05 +0000 2019,2297059165,Obstruction on CA-17 Northbound south of Laurel Rd (Los Gatos). Lane blocked. Expect delays.,1
Sat Jul 27 22:30:06 +0000 2019,2297059165,Accident on CA-17 Southbound north of CA-1 N (Santa Cruz). Right shoulder blocked. Expect delays.,1
Sat Jul 27 22:20:07 +0000 2019,2297059165,Obstruction on CA-1 Southbound at CA-17 N (Santa Cruz). Right lane blocked. Expect delays.,1
Sat Jul 27 19:50:07 +0000 2019,2297059165,Obstruction on CA-17 Southbound north of Bear Creek Rd (Los Gatos). Lanes blocked. Expect delays.,1
Sat Jul 27 18:30:05 +0000 2019,2297059165,Obstruction on CA-17 Northbound at Summit Rd (Los Gatos). Lanes blocked. Expect delays.,1
Sat Jul 27 06:50:07 +0000 2019,2297059165,Accident on CA-17 Northbound north of Madrone Dr (Los Gatos). Right shoulder blocked. Expect delays.,1
Sat Jul 27 06:25:06 +0000 2019,2297059165,Obstruction on CA-17 Northbound south of E Hamilton Ave (Campbell). Right shoulder blocked. Expect delays.,1
Sat Jul 27 05:35:05 +0000 2019,2297059165,Obstruction on CA-17 Northbound south of E Hamilton Ave (Campbell). Lanes blocked. Expect delays.,1
Sat Jul 27 01:15:05 +0000 2019,2297059165,Obstruction on CA-85 Southbound south of CA-17 S (Los Gatos). Center Divider blocked. Expect delays.,1
Sat Jul 27 01:00:06 +0000 2019,2297059165,Obstruction on CA-17 Southbound north of Lark Ave (Los Gatos). Lanes blocked. Expect delays.,1
Fri Jul 26 22:30:05 +0000 2019,2297059165,Obstruction on CA-17 Northbound south of Los Gatos Saratoga Rd (Los Gatos). Lane blocked. Expect delays.,1
Fri Jul 26 20:50:05 +0000 2019,2297059165,Residual delays on CA-1 Northbound north of CA-17 N (Santa Cruz). Center Divider blocked. Expect delays.,1
Fri Jul 26 17:20:05 +0000 2019,2297059165,Fire on CA-17 Southbound north of Hebard Rd (Los Gatos). Right shoulder blocked. Expect delays.,1
Fri Jul 26 16:40:07 +0000 2019,2297059165,Obstruction on CA-17 Northbound south of Lark Ave (Los Gatos). Lanes blocked. Expect delays.,1
Fri Jul 26 15:30:06 +0000 2019,2297059165,Obstruction on CA-17 Southbound north of S Santa Cruz Ave (Los Gatos). Lanes blocked. Expect delays.,1
Fri Jul 26 14:55:06 +0000 2019,2297059165,Obstruction on CA-17 Southbound at Glenwood Cutoff (Scotts Valley). Lane blocked. Expect delays.,1
Fri Jul 26 00:35:07 +0000 2019,2297059165,Accident with injuries on CA-17 Northbound entering at Pasatiempo Dr (Santa Cruz). On Ramp blocked. Expect delays.,1
Fri Jul 26 00:05:05 +0000 2019,2297059165,Accident with injuries on CA-17 Northbound at Pasatiempo Dr (Santa Cruz). On Ramp blocked. Expect delays.,1
Fri Jul 26 00:00:06 +0000 2019,2297059165,Accident with injuries on CA-17 Northbound at Pasatiempo Dr (Santa Cruz). Off Ramp blocked. Expect delays.,1
Thu Jul 25 23:55:05 +0000 2019,2297059165,Accident with injuries on CA-17 Northbound at Pasatiempo Dr (Santa Cruz). Lanes blocked. Expect delays.,1
Thu Jul 25 20:45:05 +0000 2019,2297059165,Obstruction on CA-17 Southbound north of Brush Rd (Los Gatos). Lanes blocked. Expect delays.,1
Thu Jul 25 16:35:07 +0000 2019,2297059165,Accident with injuries on CA-85 Northbound south of CA-17 N (Los Gatos). Center Divider blocked. Expect delays.,1
Thu Jul 25 12:50:05 +0000 2019,2297059165,Obstruction on CA-17 Southbound north of Laurel Rd (Los Gatos). Lanes blocked. Expect delays.,1
Thu Jul 25 12:45:06 +0000 2019,2297059165,Obstruction on CA-17 Southbound west of Glenwood Dr (Los Gatos). Lane blocked. Expect delays.,1
Thu Jul 25 04:30:06 +0000 2019,2297059165,Obstruction on CA-17 Northbound south of E Hamilton Ave (Campbell). Lanes blocked. Expect delays.,1
Wed Jul 24 23:35:06 +0000 2019,2297059165,Obstruction on CA-85 Northbound at CA-17 N (Los Gatos). Lane blocked. Expect delays.,1
Wed Jul 24 23:15:06 +0000 2019,2297059165,Obstruction on CA-1 Southbound north of CA-17 N (Santa Cruz). Center Divider blocked. Expect delays.,1
Wed Jul 24 23:00:08 +0000 2019,2297059165,Obstruction on CA-17 Southbound north of Summit Rd (Los Gatos). Lane blocked. Expect delays.,1
Wed Jul 24 22:30:07 +0000 2019,2297059165,Obstruction on CA-17 Southbound north of Summit Rd (Los Gatos). Left lane blocked. Expect delays.,1
Wed Jul 24 22:15:08 +0000 2019,2297059165,Residual delays on CA-17 Southbound at CA-85 N (Los Gatos). Right shoulder blocked. Expect delays.,1
Wed Jul 24 22:00:07 +0000 2019,2297059165,Accident on CA-17 Southbound north of CA-85 S (Los Gatos). Lane blocked. Expect delays.,1
Wed Jul 24 21:25:05 +0000 2019,2297059165,Accident with injuries on CA-1 Southbound north of CA-17 N (Santa Cruz). Right shoulder blocked. Expect delays.,1
Wed Jul 24 19:30:06 +0000 2019,2297059165,Accident on CA-17 Northbound at Idylwild Rd (Los Gatos). Lanes blocked. Expect delays.,1
Wed Jul 24 18:05:06 +0000 2019,2297059165,Obstruction on CA-17 Northbound north of Alma Bridge Rd (Los Gatos). Lanes blocked. Expect delays.,1
Wed Jul 24 16:20:06 +0000 2019,2297059165,Accident with injuries on CA-17 Southbound south of Los Gatos Saratoga Rd (Los Gatos). At least 1 lane blocked. Expect delays.,1
Wed Jul 24 16:15:06 +0000 2019,2297059165,Accident with injuries on CA-17 Southbound south of Los Gatos Saratoga Rd (Los Gatos). Right shoulder blocked. Expect delays.,1
Wed Jul 24 16:05:05 +0000 2019,2297059165,Accident with injuries on CA-17 Southbound south of Los Gatos Saratoga Rd (Los Gatos). Lane blocked. Expect delays.,1
Wed Jul 24 16:00:05 +0000 2019,2297059165,Accident with injuries on CA-17 Southbound south of Lark Ave (Los Gatos). Lanes blocked. Expect delays.,1
Wed Jul 24 15:55:09 +0000 2019,2297059165,Obstruction on CA-17 Southbound north of S Santa Cruz Ave (Los Gatos). Right lane blocked. Expect delays.,1
Wed Jul 24 15:10:05 +0000 2019,2297059165,Fire on CA-17 Northbound north of Los Gatos Saratoga Rd (Los Gatos). Right shoulder blocked. Expect delays.,1
Wed Jul 24 14:40:06 +0000 2019,2297059165,Obstruction on CA-1 Southbound south of CA-17 N (Santa Cruz). Right shoulder blocked. Expect delays.,1
Wed Jul 24 14:35:05 +0000 2019,2297059165,Obstruction on CA-1 Southbound south of CA-17 N (Santa Cruz). Lanes blocked. Expect delays.,1
Wed Jul 24 13:45:05 +0000 2019,2297059165,Obstruction on CA-17 Northbound at Los Gatos Saratoga Rd (Los Gatos). Lanes blocked. Expect delays.,1
Wed Jul 24 05:45:10 +0000 2019,2297059165,Accident with injuries on CA-17 Southbound at I-280 N (San Jose). Right shoulder blocked. Expect delays.,1
Wed Jul 24 05:30:08 +0000 2019,2297059165,Accident with injuries on CA-17 Southbound at I-280 N (San Jose). Lanes blocked. Expect delays.,1
Wed Jul 24 04:25:08 +0000 2019,2297059165,Accident on CA-17 Southbound south of Madrone Dr (Los Gatos). Right shoulder blocked. Expect delays.,1
Wed Jul 24 02:55:06 +0000 2019,2297059165,Vehicle fire on CA-17 Southbound at Brush Rd (Los Gatos). Left lane blocked. Expect delays.,1
Wed Jul 24 02:50:06 +0000 2019,2297059165,Vehicle fire on CA-17 Southbound at Brush Rd (Los Gatos). Right shoulder blocked. Expect delays.,1
Wed Jul 24 02:45:06 +0000 2019,2297059165,Vehicle fire on CA-17 Southbound at Brush Rd (Los Gatos). Left shoulder blocked. Expect delays.,1
Wed Jul 24 02:00:06 +0000 2019,2297059165,Obstruction on CA-17 Southbound west of Glenwood Dr (Los Gatos). Lane blocked. Expect delays.,1
Wed Jul 24 00:40:05 +0000 2019,2297059165,Obstruction on CA-17 Southbound north of San Tomas Expy (Campbell). Lanes blocked. Expect delays.,1
Tue Jul 23 23:50:06 +0000 2019,2297059165,Residual delays on CA-17 Southbound south of Bear Creek Rd (Los Gatos). Right shoulder blocked. Expect delays.,1
Tue Jul 23 23:45:06 +0000 2019,2297059165,Obstruction on CA-17 Northbound at E Hamilton Ave (Campbell). Right shoulder blocked. Expect delays.,1
Tue Jul 23 22:25:06 +0000 2019,2297059165,Accident with injuries on CA-17 Northbound north of San Tomas Expy (Campbell). Right lane blocked. Expect delays.,1
Tue Jul 23 22:10:10 +0000 2019,2297059165,Accident with injuries on CA-17 Northbound north of San Tomas Expy (Campbell). Right shoulder blocked. Expect delays.,1
Tue Jul 23 21:50:06 +0000 2019,2297059165,Obstruction on CA-17 Southbound north of E Hamilton Ave (Campbell). Right shoulder blocked. Expect delays.,1
Tue Jul 23 19:55:06 +0000 2019,2297059165,Residual delays on CA-17 Northbound south of Idylwild Rd (Los Gatos). Center Divider blocked. Expect delays.,1
Tue Jul 23 18:35:07 +0000 2019,2297059165,Accident on CA-17 Northbound north of Hebard Rd (Los Gatos). Lane blocked. Expect delays.,1
Tue Jul 23 18:15:07 +0000 2019,2297059165,Obstruction on CA-17 Northbound south of E Hamilton Ave (Campbell). At least 1 lane blocked. Expect delays.,1
Tue Jul 23 18:10:05 +0000 2019,2297059165,Obstruction on CA-17 Northbound at E Hamilton Ave (Campbell). Lane blocked. Expect delays.,1
Tue Jul 23 16:20:07 +0000 2019,2297059165,Accident on CA-85 Northbound at CA-17 N (Los Gatos). Lanes blocked. Expect delays.,1
Tue Jul 23 12:55:05 +0000 2019,2297059165,Obstruction on CA-17 Southbound south of Los Gatos Saratoga Rd (Los Gatos). Lanes blocked. Expect delays.,1
Tue Jul 23 04:00:06 +0000 2019,2297059165,Accident with injuries on CA-1 Northbound south of CA-17 S (Santa Cruz). Lanes blocked. Expect delays.,1
Tue Jul 23 03:55:07 +0000 2019,2297059165,Accident with injuries on CA-1 Northbound south of CA-17 N (Santa Cruz). Lanes blocked. Expect delays.,1
Tue Jul 23 00:05:07 +0000 2019,2297059165,Obstruction on CA-17 Southbound south of S Santa Cruz Ave (Los Gatos). Left lane blocked. Expect delays.,1
Mon Jul 22 23:45:05 +0000 2019,2297059165,Obstruction on CA-17 Northbound south of S Santa Cruz Ave (Los Gatos). Lanes blocked. Expect delays.,1
Mon Jul 22 18:55:06 +0000 2019,2297059165,Obstruction on CA-17 Northbound south of Los Gatos Saratoga Rd (Los Gatos). Lanes affected. Expect delays.,1
Mon Jul 22 17:05:06 +0000 2019,2297059165,Obstruction on CA-17 Northbound south of W Vine Hill Rd (Scotts Valley). Left lane blocked. Expect delays.,1
Mon Jul 22 07:20:09 +0000 2019,2297059165,Obstruction on CA-17 Southbound at Lark Ave (Los Gatos). On Ramp blocked. Expect delays.,1
Mon Jul 22 06:40:07 +0000 2019,2297059165,Obstruction on CA-17 Southbound north of Alma Bridge Rd (Los Gatos). Right shoulder blocked. Expect delays.,1
Mon Jul 22 06:35:09 +0000 2019,2297059165,Obstruction on CA-17 Southbound north of Alma Bridge Rd (Los Gatos). Lane blocked. Expect delays.,1
Mon Jul 22 06:10:06 +0000 2019,2297059165,Obstruction on CA-17 Southbound north of Alma Bridge Rd (Los Gatos). Left shoulder blocked. Expect delays.,1
Mon Jul 22 04:20:08 +0000 2019,2297059165,Obstruction on CA-1 Southbound south of CA-17 N (Santa Cruz). Lane blocked. Expect delays.,1
Mon Jul 22 03:50:08 +0000 2019,2297059165,Obstruction on CA-17 Southbound north of CA-1 N (Santa Cruz). Lane blocked. Expect delays.,1
Mon Jul 22 01:40:06 +0000 2019,2297059165,Accident on CA-17 Northbound at CA-1 S (Santa Cruz). Lanes blocked. Expect delays.,1
Mon Jul 22 01:25:07 +0000 2019,2297059165,Accident on CA-17 Northbound north of Summit Rd (Los Gatos). Right shoulder blocked. Expect delays.,1
Sun Jul 21 23:45:06 +0000 2019,2297059165,Obstruction on CA-17 Southbound north of Summit Rd (Los Gatos). Lanes blocked. Expect delays.,1
Sun Jul 21 23:40:07 +0000 2019,2297059165,Obstruction on CA-17 Southbound north of Summit Rd (Los Gatos). Lane blocked. Expect delays.,1
Sun Jul 21 23:25:06 +0000 2019,2297059165,Accident on CA-17 Northbound south of Granite Creek Rd (Scotts Valley). Lanes blocked. Expect delays.,1
Sun Jul 21 22:35:06 +0000 2019,2297059165,Accident on CA-17 Northbound south of Los Gatos Saratoga Rd (Los Gatos). Right shoulder blocked. Expect delays.,1
Sun Jul 21 22:00:07 +0000 2019,2297059165,Obstruction on CA-17 Northbound south of E Hamilton Ave (Campbell). Right shoulder blocked. Expect delays.,1
Sun Jul 21 20:35:07 +0000 2019,2297059165,Obstruction on CA-17 Southbound south of Glenwood Cutoff (Scotts Valley). Lane blocked. Expect delays.,1
Sun Jul 21 15:55:07 +0000 2019,2297059165,Obstruction on CA-17 Northbound north of Mt Hermon Rd (Scotts Valley). Right shoulder blocked. Expect delays.,1
Sun Jul 21 15:10:06 +0000 2019,2297059165,Fire on I-280 Southbound at CA-17 S (San Jose). Lanes blocked. Expect delays.,1
Sun Jul 21 14:35:05 +0000 2019,2297059165,Obstruction on CA-17 Northbound south of E Hamilton Ave (Campbell). Center Divider blocked. Expect delays.,1
Sun Jul 21 08:50:06 +0000 2019,2297059165,Accident with injuries on CA-17 Northbound at E Hamilton Ave (Campbell). Off Ramp blocked. Expect delays.,1
Sun Jul 21 05:10:06 +0000 2019,2297059165,Accident on CA-17 Northbound south of Los Gatos Saratoga Rd (Los Gatos). Right shoulder blocked. Expect delays.,1
Sat Jul 20 23:55:05 +0000 2019,2297059165,Accident with injuries on CA-17 Southbound at San Tomas Expy (Campbell). Off Ramp blocked. Expect delays.,1
